"id","timestamp","frc","current_speed","free_flow_speed","current_travel_time","free_flow_travel_time","confidence"
"555","2025-04-06 10:44:14","FRC2","59","65","481","437","1"
"556","2025-04-06 10:49:12","FRC2","66","66","430","430","1"
"557","2025-04-06 10:54:12","FRC2","66","66","430","430","1"
"558","2025-04-06 10:59:13","FRC2","66","66","430","430","1"
"559","2025-04-06 11:04:13","FRC2","60","66","473","430","1"
"560","2025-04-06 11:09:13","FRC2","58","66","489","430","1"
"561","2025-04-06 11:14:13","FRC2","50","65","568","437","1"
"562","2025-04-06 11:19:14","FRC2","53","64","536","443","1"
"563","2025-04-06 11:24:14","FRC2","53","66","536","430","1"
"564","2025-04-06 11:37:51","FRC2","53","66","536","430","1"
"565","2025-04-06 11:42:52","FRC2","53","65","536","437","1"
"566","2025-04-06 11:47:52","FRC2","51","66","557","430","1"
"567","2025-04-06 11:52:52","FRC2","54","66","526","430","1"
"568","2025-04-06 11:57:52","FRC2","53","65","536","437","1"
"569","2025-04-06 12:02:53","FRC2","53","66","536","430","1"
"570","2025-04-06 12:07:53","FRC2","54","65","526","437","1"
"571","2025-04-06 12:12:53","FRC2","54","65","526","437","1"
"572","2025-04-06 12:17:54","FRC2","53","66","536","430","1"
"573","2025-04-06 12:23:02","FRC2","54","66","526","430","1"
"574","2025-04-06 12:28:02","FRC2","53","65","536","437","1"
"575","2025-04-06 12:33:02","FRC2","55","66","516","430","1"
"576","2025-04-06 12:49:41","FRC2","53","65","536","437","1"
"577","2025-04-06 12:54:41","FRC2","50","65","568","437","1"
"578","2025-04-06 12:59:42","FRC2","52","66","546","430","1"
"579","2025-04-06 13:04:42","FRC2","52","65","546","437","1"
"580","2025-04-06 13:09:42","FRC2","55","65","516","437","1"
"581","2025-04-06 13:14:42","FRC2","54","66","526","430","1"
"582","2025-04-06 13:19:43","FRC2","54","66","526","430","1"
"583","2025-04-06 13:24:43","FRC2","54","66","526","430","1"
"584","2025-04-06 13:29:43","FRC2","56","65","507","437","1"
"585","2025-04-06 13:50:17","FRC2","53","65","536","437","1"
"586","2025-04-06 13:55:17","FRC2","55","65","516","437","1"
"587","2025-04-06 14:00:18","FRC2","54","64","526","443","1"
"588","2025-04-06 14:10:18","FRC2","53","66","536","430","1"
"589","2025-04-06 14:15:18","FRC2","53","65","536","437","1"
"590","2025-04-06 14:20:19","FRC2","55","66","516","430","1"
"591","2025-04-06 14:25:19","FRC2","52","65","546","437","1"
"592","2025-04-06 14:30:19","FRC2","51","66","557","430","1"
"593","2025-04-06 14:37:28","FRC2","53","66","536","430","1"
"594","2025-04-06 14:42:28","FRC2","54","66","526","430","1"
"595","2025-04-06 14:47:28","FRC2","56","66","507","430","1"
"596","2025-04-06 14:53:02","FRC2","54","65","526","437","1"
"597","2025-04-06 14:58:02","FRC2","52","66","546","430","1"
"598","2025-04-06 15:03:02","FRC2","51","66","557","430","1"
"599","2025-04-06 15:08:02","FRC2","51","66","557","430","1"
"600","2025-04-06 15:13:03","FRC2","51","66","557","430","1"
"601","2025-04-06 15:18:03","FRC2","52","65","546","437","1"
"602","2025-04-06 15:23:03","FRC2","48","65","591","437","1"
"603","2025-04-06 15:28:03","FRC2","50","66","568","430","1"
"604","2025-04-06 15:33:04","FRC2","52","66","546","430","1"
"605","2025-04-06 15:58:23","FRC2","52","64","546","443","1"
"606","2025-04-06 16:03:23","FRC2","53","66","536","430","1"
"607","2025-04-06 16:08:23","FRC2","53","66","536","430","1"
"608","2025-04-06 16:13:24","FRC2","54","66","526","430","1"
"609","2025-04-06 16:18:24","FRC2","50","65","568","437","1"
"610","2025-04-06 16:23:24","FRC2","49","65","579","437","1"
"611","2025-04-06 17:04:49","FRC2","50","65","568","437","1"
"612","2025-04-06 17:09:49","FRC2","46","65","617","437","1"
"613","2025-04-06 17:14:49","FRC2","44","66","645","430","1"
"614","2025-04-06 17:19:49","FRC2","44","66","645","430","1"
"615","2025-04-06 17:24:50","FRC2","45","65","631","437","1"
"616","2025-04-06 17:29:50","FRC2","43","65","660","437","1"
"617","2025-04-06 17:34:50","FRC2","44","66","645","430","1"
"618","2025-04-06 17:39:51","FRC2","44","66","645","430","1"
"619","2025-04-06 17:44:51","FRC2","43","65","660","437","1"
"620","2025-04-06 18:02:33","FRC2","44","66","645","430","1"
"621","2025-04-06 18:07:33","FRC2","45","64","631","443","1"
"622","2025-04-06 18:12:33","FRC2","46","65","617","437","1"
"623","2025-04-06 18:17:33","FRC2","46","65","617","437","1"
"624","2025-04-06 18:22:34","FRC2","46","65","617","437","1"
"625","2025-04-06 18:27:34","FRC2","46","65","617","437","1"
"626","2025-04-06 18:32:35","FRC2","46","65","617","437","1"
"627","2025-04-06 18:37:35","FRC2","47","65","604","437","1"
"628","2025-04-06 18:42:35","FRC2","46","65","617","437","1"
"629","2025-04-06 18:47:42","FRC2","50","65","568","437","1"
"630","2025-04-06 18:59:15","FRC2","50","65","568","437","1"
"631","2025-04-06 19:04:16","FRC2","49","65","579","437","1"
"632","2025-04-06 19:09:16","FRC2","66","66","430","430","1"
"633","2025-04-06 19:14:16","FRC2","66","66","430","430","1"
"634","2025-04-06 19:19:16","FRC2","66","66","430","430","1"
"635","2025-04-06 19:24:17","FRC2","66","66","430","430","1"
"636","2025-04-06 19:29:17","FRC2","66","66","430","430","1"
"637","2025-04-06 19:39:18","FRC2","54","65","526","437","1"
"638","2025-04-06 20:00:15","FRC2","66","66","430","430","1"
"639","2025-04-06 20:05:15","FRC2","66","66","430","430","1"
"640","2025-04-06 20:10:15","FRC2","66","66","430","430","1"
"641","2025-04-06 20:15:16","FRC2","66","66","430","430","1"
"642","2025-04-06 20:20:16","FRC2","66","66","430","430","1"
"643","2025-04-06 20:25:16","FRC2","66","66","430","430","1"
"644","2025-04-06 20:30:16","FRC2","66","66","430","430","1"
"645","2025-04-06 20:35:17","FRC2","66","66","430","430","1"
"646","2025-04-06 20:40:17","FRC2","66","66","430","430","1"
"647","2025-04-06 21:01:47","FRC2","66","66","430","430","1"
"648","2025-04-06 21:06:47","FRC2","66","66","430","430","1"
"649","2025-04-06 21:11:48","FRC2","66","66","430","430","1"
"650","2025-04-06 21:16:48","FRC2","66","66","430","430","1"
"651","2025-04-06 21:21:48","FRC2","66","66","430","430","1"
"652","2025-04-06 21:26:48","FRC2","66","66","430","430","1"
"653","2025-04-06 21:31:49","FRC2","66","66","430","430","1"
"654","2025-04-06 21:36:49","FRC2","66","66","430","430","1"
"655","2025-04-06 21:41:49","FRC2","66","66","430","430","1"
"656","2025-04-06 22:03:00","FRC2","66","66","430","430","1"
"657","2025-04-06 22:08:00","FRC2","66","66","430","430","1"
"658","2025-04-06 22:13:01","FRC2","66","66","430","430","1"
"659","2025-04-06 22:18:01","FRC2","66","66","430","430","1"
"660","2025-04-06 22:23:01","FRC2","66","66","430","430","1"
"661","2025-04-06 22:28:02","FRC2","66","66","430","430","1"
"662","2025-04-06 22:33:02","FRC2","66","66","430","430","1"
"663","2025-04-06 22:38:02","FRC2","66","66","430","430","1"
"664","2025-04-06 22:43:02","FRC2","66","66","430","430","1"
"665","2025-04-06 22:52:22","FRC2","66","66","430","430","1"
"666","2025-04-06 22:57:22","FRC2","66","66","430","430","1"
"667","2025-04-07 15:48:11","FRC2","49","66","579","430","1"
"668","2025-04-07 15:53:11","FRC2","49","66","579","430","1"
"669","2025-04-07 15:58:12","FRC2","50","65","568","437","1"
"670","2025-04-07 16:03:12","FRC2","48","65","591","437","1"
"671","2025-04-07 16:08:12","FRC2","49","66","579","430","1"
"672","2025-04-07 16:13:12","FRC2","49","65","579","437","1"
"673","2025-04-07 16:18:13","FRC2","46","66","617","430","1"
"674","2025-04-07 16:23:13","FRC2","46","66","617","430","1"
"675","2025-04-07 16:28:14","FRC2","47","65","604","437","1"
"676","2025-04-07 16:48:20","FRC2","47","65","604","437","1"
"677","2025-04-07 16:53:20","FRC2","48","65","591","437","1"
"678","2025-04-07 16:58:20","FRC2","49","65","579","437","1"
"679","2025-04-07 17:03:21","FRC2","49","66","579","430","1"
"680","2025-04-07 17:08:21","FRC2","50","65","568","437","1"
"681","2025-04-07 17:13:21","FRC2","48","65","591","437","1"
"682","2025-04-07 17:23:22","FRC2","49","65","579","437","1"
"683","2025-04-07 17:28:23","FRC2","50","65","568","437","1"
"684","2025-04-07 17:53:44","FRC2","52","66","546","430","1"
"685","2025-04-07 17:58:44","FRC2","53","65","536","437","1"
"686","2025-04-07 18:03:44","FRC2","66","66","430","430","1"
"687","2025-04-07 18:08:44","FRC2","49","65","579","437","1"
"688","2025-04-07 18:13:44","FRC2","66","66","430","430","1"
"689","2025-04-07 18:18:45","FRC2","52","65","546","437","1"
"690","2025-04-07 18:23:45","FRC2","49","65","579","437","1"
"691","2025-04-07 18:28:45","FRC2","51","66","557","430","1"
"692","2025-04-07 18:33:46","FRC2","50","65","568","437","1"
"693","2025-04-07 18:57:25","FRC2","50","66","568","430","1"
"694","2025-04-07 19:02:25","FRC2","53","65","536","437","1"
"695","2025-04-07 19:07:25","FRC2","66","66","430","430","1"
"696","2025-04-07 19:12:25","FRC2","66","66","430","430","1"
"697","2025-04-07 19:17:25","FRC2","66","66","430","430","1"
"698","2025-04-07 19:22:26","FRC2","66","66","430","430","1"
"699","2025-04-07 19:27:26","FRC2","66","66","430","430","1"
"700","2025-04-07 19:32:26","FRC2","66","66","430","430","1"
"701","2025-04-07 19:37:27","FRC2","66","66","430","430","1"
"702","2025-04-07 20:00:14","FRC2","66","66","430","430","1"
"703","2025-04-07 20:05:14","FRC2","66","66","430","430","1"
"704","2025-04-07 20:10:15","FRC2","66","66","430","430","1"
"705","2025-04-07 20:20:15","FRC2","66","66","430","430","1"
"706","2025-04-07 20:25:16","FRC2","66","66","430","430","1"
"707","2025-04-07 20:30:16","FRC2","66","66","430","430","1"
"708","2025-04-07 20:35:16","FRC2","66","66","430","430","1"
"709","2025-04-07 20:40:16","FRC2","66","66","430","430","1"
"710","2025-04-07 21:02:38","FRC2","66","66","430","430","1"
"711","2025-04-07 21:07:38","FRC2","66","66","430","430","1"
"712","2025-04-07 21:12:38","FRC2","66","66","430","430","1"
"713","2025-04-07 21:17:38","FRC2","66","66","430","430","1"
"714","2025-04-07 21:27:39","FRC2","66","66","430","430","1"
"722","2025-04-09 04:29:52","FRC4","54","54","660","660","1"
"723","2025-04-09 04:34:52","FRC4","54","54","660","660","1"
"724","2025-04-09 04:39:53","FRC4","54","54","660","660","1"
"725","2025-04-09 04:44:53","FRC4","54","54","660","660","1"
"726","2025-04-09 04:49:53","FRC4","54","54","660","660","1"
"727","2025-04-09 04:54:53","FRC4","54","54","660","660","1"
"728","2025-04-09 04:59:54","FRC4","54","54","660","660","1"
"729","2025-04-09 05:04:54","FRC4","54","54","660","660","1"
"730","2025-04-09 05:09:54","FRC4","54","54","660","660","1"
"731","2025-04-09 05:30:16","FRC4","54","54","660","660","1"
"732","2025-04-09 05:35:16","FRC4","54","54","660","660","1"
"733","2025-04-09 05:40:17","FRC4","54","54","660","660","1"
"734","2025-04-09 05:45:17","FRC4","54","54","660","660","1"
"735","2025-04-09 05:50:17","FRC4","54","54","660","660","1"
"736","2025-04-09 05:55:17","FRC4","54","54","660","660","1"
"737","2025-04-09 06:00:18","FRC4","54","54","660","660","1"
"738","2025-04-09 06:05:18","FRC4","54","54","660","660","1"
"739","2025-04-09 06:10:18","FRC4","54","54","660","660","1"
"740","2025-04-09 06:34:31","FRC4","54","54","660","660","1"
"741","2025-04-09 06:39:31","FRC4","54","54","660","660","1"
"742","2025-04-09 06:44:32","FRC4","54","54","660","660","1"
"743","2025-04-09 06:49:32","FRC4","54","54","660","660","1"
"744","2025-04-09 06:54:32","FRC4","54","54","660","660","1"
"745","2025-04-09 06:59:33","FRC4","54","54","660","660","1"
"746","2025-04-09 07:04:33","FRC4","54","54","660","660","1"
"747","2025-04-09 07:09:33","FRC4","54","54","660","660","1"
"748","2025-04-09 07:14:34","FRC4","54","54","660","660","1"
"749","2025-04-09 07:39:49","FRC4","48","53","743","673","0.999581"
"750","2025-04-09 07:44:49","FRC4","47","54","759","660","0.996992"
"751","2025-04-09 07:49:49","FRC4","50","54","713","660","0.997951"
"752","2025-04-09 07:54:49","FRC4","54","54","660","660","1"
"753","2025-04-09 07:59:50","FRC4","48","54","743","660","1"
"754","2025-04-09 08:04:50","FRC4","49","55","728","648","1"
"755","2025-04-09 08:09:50","FRC4","54","54","660","660","1"
"756","2025-04-09 08:14:51","FRC4","54","54","660","660","1"
"757","2025-04-09 08:19:51","FRC4","54","54","660","660","1"
"758","2025-04-09 08:44:45","FRC4","54","54","660","660","1"
"759","2025-04-09 08:49:45","FRC4","54","54","660","660","1"
"760","2025-04-09 08:54:45","FRC4","47","53","759","673","0.999928"
"761","2025-04-09 08:59:46","FRC4","54","54","660","660","1"
"762","2025-04-09 09:04:46","FRC4","47","54","759","660","1"
"763","2025-04-09 09:09:46","FRC4","54","54","660","660","1"
"764","2025-04-09 09:14:47","FRC4","54","54","660","660","1"
"765","2025-04-09 09:19:47","FRC4","54","54","660","660","1"
"766","2025-04-09 09:24:47","FRC4","54","54","660","660","1"
"767","2025-04-09 09:48:31","FRC4","54","54","660","660","1"
"768","2025-04-09 09:53:31","FRC4","54","54","660","660","1"
"769","2025-04-09 09:58:31","FRC4","48","54","743","660","1"
"770","2025-04-09 10:03:32","FRC4","50","55","713","648","1"
"771","2025-04-09 10:08:32","FRC4","48","55","743","648","0.999105"
"772","2025-04-09 10:13:32","FRC4","48","55","743","648","1"
"773","2025-04-09 10:18:33","FRC4","48","54","743","660","1"
"774","2025-04-09 10:23:33","FRC4","48","55","743","648","1"
"775","2025-04-09 10:28:33","FRC4","44","54","811","660","1"
"776","2025-04-09 10:54:34","FRC4","49","55","728","648","1"
"777","2025-04-09 10:59:34","FRC4","47","54","759","660","1"
"778","2025-04-09 11:04:34","FRC4","46","54","775","660","1"
"779","2025-04-09 11:09:34","FRC4","47","54","759","660","1"
"780","2025-04-09 11:14:34","FRC4","46","55","775","648","1"
"781","2025-04-09 11:19:35","FRC4","45","55","793","648","1"
"782","2025-04-09 11:24:35","FRC4","47","54","759","660","1"
"783","2025-04-09 11:29:35","FRC4","46","54","775","660","1"
"784","2025-04-09 11:34:36","FRC4","49","54","728","660","1"
"785","2025-04-09 12:01:00","FRC4","46","54","775","660","1"
"786","2025-04-09 12:06:00","FRC4","45","55","793","648","1"
"787","2025-04-09 12:11:01","FRC4","45","54","793","660","1"
"788","2025-04-09 12:16:01","FRC4","46","54","775","660","0.999927"
"789","2025-04-09 12:21:01","FRC4","47","55","759","648","1"
"790","2025-04-09 12:26:01","FRC4","45","54","793","660","1"
"791","2025-04-09 12:31:02","FRC4","49","54","728","660","1"
"792","2025-04-09 12:36:02","FRC4","46","55","775","648","1"
"793","2025-04-09 12:41:02","FRC4","43","54","830","660","1"
"794","2025-04-09 13:06:50","FRC4","46","54","775","660","1"
"795","2025-04-09 13:11:50","FRC4","54","54","660","660","1"
"796","2025-04-09 13:16:50","FRC4","47","55","759","648","1"
"797","2025-04-09 13:21:51","FRC4","45","54","793","660","1"
"798","2025-04-09 13:26:51","FRC4","45","55","793","648","1"
"799","2025-04-09 13:31:51","FRC4","45","55","793","648","1"
"800","2025-04-09 13:36:52","FRC4","45","54","793","660","1"
"801","2025-04-09 13:41:52","FRC4","42","54","849","660","1"
"802","2025-04-09 13:46:52","FRC4","42","54","849","660","1"
"803","2025-04-09 14:12:01","FRC4","44","55","811","648","1"
"804","2025-04-09 14:17:02","FRC4","46","54","775","660","1"
"805","2025-04-09 14:22:02","FRC4","42","54","849","660","1"
"806","2025-04-09 14:27:02","FRC4","44","55","811","648","1"
"807","2025-04-09 14:32:02","FRC4","48","55","743","648","1"
"808","2025-04-09 14:37:02","FRC4","43","55","830","648","1"
"809","2025-04-09 14:42:03","FRC4","44","55","811","648","1"
"810","2025-04-09 14:47:03","FRC4","40","54","892","660","1"
"811","2025-04-09 14:52:03","FRC4","42","54","849","660","1"
"812","2025-04-09 14:57:08","FRC4","42","53","849","673","1"
"813","2025-04-09 15:02:08","FRC4","43","54","830","660","1"
"814","2025-04-09 15:07:08","FRC4","44","55","811","648","1"
"815","2025-04-09 15:18:58","FRC4","44","54","811","660","1"
"816","2025-04-09 15:23:58","FRC4","44","54","811","660","1"
"817","2025-04-09 15:28:58","FRC4","44","55","811","648","1"
"818","2025-04-09 15:33:58","FRC4","43","54","830","660","1"
"819","2025-04-09 15:38:59","FRC4","46","53","775","673","1"
"820","2025-04-09 15:43:59","FRC4","45","54","793","660","1"
"821","2025-04-09 15:48:59","FRC4","46","55","775","648","1"
"822","2025-04-09 15:53:59","FRC4","45","53","793","673","1"
"823","2025-04-09 15:59:00","FRC4","46","54","775","660","1"
"824","2025-04-09 16:09:12","FRC4","44","54","811","660","1"
"825","2025-04-09 16:14:13","FRC4","47","54","759","660","1"
"826","2025-04-09 16:19:12","FRC4","46","54","775","660","1"
"827","2025-04-09 16:24:12","FRC4","46","55","775","648","1"
"828","2025-04-09 16:29:13","FRC4","46","54","775","660","1"
"829","2025-04-09 16:34:13","FRC4","47","55","759","648","1"
"830","2025-04-09 16:39:13","FRC4","43","55","830","648","1"
"831","2025-04-09 16:44:13","FRC4","54","54","660","660","1"
"832","2025-04-09 16:49:14","FRC4","54","54","660","660","1"
"833","2025-04-09 17:14:13","FRC4","43","54","830","660","1"
"834","2025-04-09 17:19:13","FRC4","47","55","759","648","1"
"835","2025-04-09 17:24:14","FRC4","46","55","775","648","1"
"836","2025-04-09 17:29:14","FRC4","45","54","793","660","1"
"837","2025-04-09 17:34:14","FRC4","44","54","811","660","1"
"838","2025-04-09 17:39:14","FRC4","45","54","793","660","1"
"839","2025-04-09 17:44:15","FRC4","43","54","830","660","1"
